ISIN,T24ID,Secure Name,status,Submitted by,Remarks
168871164-3,Margery,"Nexeo Solutions, Inc.",true,Margery Grimestone,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor."
272958829-9,Orelie,"Broadridge Financial Solutions, Inc.",false,Orelie Drakard,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
342824361-7,Konrad,Medley Capital Corporation,true,Konrad Shall,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
846062508-7,Gabie,"Ryder System, Inc.",true,Gabie Braunter,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
801655082-7,Hamel,TransMontaigne Partners L.P.,false,Hamel Shuttlewood,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
459562814-5,Joshuah,DNB Financial Corp,false,Joshuah Walcot,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
903066278-6,Jean,"Information Services Group, Inc.",true,Jean Akred,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
996462895-1,Garvey,"Diamond Offshore Drilling, Inc.",true,Garvey Rumsey,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
352288283-0,Layton,Big 5 Sporting Goods Corporation,true,Layton Headrick,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
928505871-X,Olly,AquaVenture Holdings Limited,false,Olly Clarae,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
495673533-2,Monty,"Impax Laboratories, Inc.",false,Monty Whipple,Nulla justo.
660835661-7,Gaultiero,"Gabelli Convertible and Income Securities Fund, Inc. (The)",true,Gaultiero Witchalls,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
828713958-9,Saxon,NBT Bancorp Inc.,true,Saxon Probart,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
464433417-0,Vanessa,Gulfport Energy Corporation,false,Vanessa Chinge,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
046950174-X,Edmund,CSI Compressco LP,true,Edmund Melendez,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
736966280-2,Sky,Range Resources Corporation,false,Sky Belfelt,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
239398506-9,Abigail,BlueStar TA-BIGITech Israel Technology ETF,true,Abigail Reiach,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
063756821-4,Bing,Wipro Limited,false,Bing Kyffin,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia."
500655812-1,Etienne,ClearBridge Dividend Strategy ESG ETF,true,Etienne Skellon,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
880303574-5,Regan,The AES Corporation,true,Regan Bracci,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
045536348-X,Euell,TAT Technologies Ltd.,true,Euell Neeson,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
963369188-5,Curcio,Mosaic Company (The),false,Curcio Vila,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
407322361-5,Dennie,"BroadSoft, Inc.",false,Dennie Keelinge,Pellentesque ultrices mattis odio. Donec vitae nisi.
657933071-6,Harriett,"Canon, Inc.",false,Harriett Currier,Vestibulum rutrum rutrum neque.
973304529-2,Marietta,Nabriva Therapeutics AG,false,Marietta Formilli,Aliquam quis turpis eget elit sodales scelerisque.
208251030-1,Wit,Tata Motors Ltd,true,Wit Walles,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
401725194-3,Major,FlexShares Disciplined Duration MBS Index Fund,false,Major Tennant,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl."
642770278-5,Winne,"Boston Properties, Inc.",true,Winne Dudny,Nulla mollis molestie lorem. Quisque ut erat.
376403688-5,Reg,FlexShares Real Assets Allocation Index Fund,false,Reg Caso,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
694580824-6,Dannel,Wells Fargo & Company,false,Dannel Ixer,In congue.
233898113-8,Winston,Changyou.com Limited,false,Winston Weakley,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
476977679-9,Lorens,American Homes 4 Rent,false,Lorens Kasman,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
750850371-6,Linoel,Nuveen Select Maturities Municipal Fund,false,Linoel Renshall,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
239595200-1,Quent,Vina Concha Y Toro,true,Quent Pithie,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
193353414-1,Claresta,Avista Healthcare Public Acquisition Corp.,true,Claresta Varren,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
202834998-0,Ellene,Central European Media Enterprises Ltd.,false,Ellene Lates,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
204654667-9,Jeffie,Fanhua Inc.,true,Jeffie Craney,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
615227169-X,Stormie,"Century Casinos, Inc.",true,Stormie Halliburton,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
233286433-4,Kerri,Fortis Inc.,true,Kerri Keers,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
118046872-4,Lawrence,Terex Corporation,true,Lawrence Abbets,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
459347692-5,Codie,BalckRock Taxable Municipal Bond Trust,false,Codie Chsteney,Etiam faucibus cursus urna. Ut tellus.
747039180-0,Anderson,Kayne Anderson Energy Development Company,false,Anderson Mathivet,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
006538169-6,Jacquetta,"Flex Pharma, Inc.",true,Jacquetta Corbally,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
567950386-7,Hendrika,Potlatch Corporation,true,Hendrika Aldersey,Morbi quis tortor id nulla ultrices aliquet.
193222589-7,Mag,TriplePoint Venture Growth BDC Corp.,true,Mag Playhill,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
084624221-4,Viviana,"Malibu Boats, Inc.",false,Viviana Apfler,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
012527542-0,Kennett,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,true,Kennett Baty,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
922633061-1,Ealasaid,Seneca Foods Corp.,true,Ealasaid Halpine,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
075124386-8,Prue,XOMA Corporation,true,Prue Spaughton,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
846230579-9,Shelby,"Camping World Holdings, Inc.",true,Shelby Raisher,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
924462506-7,Niven,"Neenah Paper, Inc.",true,Niven Forrestall,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
458325203-X,Pavia,Macerich Company (The),false,Pavia Syme,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
157855669-4,Giacobo,WisdomTree Western Asset Unconstrained Bond Fund,false,Giacobo Bendall,Integer ac neque. Duis bibendum.
503037954-1,Adel,Select Income REIT,true,Adel Casino,Nunc purus.
365796855-5,Eddie,AVX Corporation,true,Eddie O'Caherny,Cras non velit nec nisi vulputate nonummy.
859159708-7,Celestyn,Lindblad Expeditions Holdings Inc. ,false,Celestyn Millier,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
023509742-X,Chrissy,Garrison Capital Inc.,false,Chrissy Kolakowski,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
227540597-6,Wilma,"Simon Property Group, Inc.",false,Wilma Dukelow,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
600980175-3,Jo ann,Emerson Electric Company,false,Jo ann Fulbrook,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
211509601-0,Glenine,"Jernigan Capital, Inc.",true,Glenine Redish,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
677417369-1,Cicely,Advent/Claymore Enhanced Growth & Income Fund,false,Cicely Bickers,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
174154885-3,Shannan,JetPay Corporation,true,Shannan Demoge,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
416822902-5,Nettie,Columbia Sportswear Company,false,Nettie Hearse,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
576535512-9,Cosimo,Alliance Data Systems Corporation,false,Cosimo Pentecost,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
397801881-0,Beck,Wix.com Ltd.,true,Beck Mynett,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
